1,1,200,0.025,0.024
2,1,200,0.0125,0.0115001
4,1,200,0.007,0.00649999
6,1,200,0.01,0.00899999
8,1,200,0.0075,0.00649996
10,1,200,0.008,0.00700001
20,1,200,0.0075,0.00650005
30,1,200,0.0075,0.0065
40,1,200,0.0075,0.00699998
50,1,200,0.0075,0.007
60,1,200,0.0085,0.00799989
70,1,200,0.0085,0.00750004
80,1,200,0.0085,0.00800011
90,1,200,0.0095,0.00800011
100,1,200,0.009,0.00849989
110,1,200,0.009,0.00799991
120,1,200,0.0095,0.00849991
130,1,200,0.0095,0.00900004
140,1,200,0.0115,0.0105
150,1,200,0.01,0.00899995
160,1,200,0.01,0.00949993
170,1,200,0.0105,0.00949992
180,1,200,0.0115,0.0105
190,1,200,0.0125,0.0114999
200,1,200,0.013,0.012
210,1,200,0.012,0.011
220,1,200,0.0115,0.0105
230,1,200,0.0115,0.011
240,1,200,0.0125,0.012
250,1,200,0.013,0.0125
260,1,200,0.0135,0.0125001
270,1,200,0.013,0.0125
280,1,200,0.017,0.0155001
290,1,200,0.019,0.0175
300,1,200,0.015,0.0145
310,1,200,0.0165,0.0155
360,1,200,0.0175,0.0165
410,1,200,0.015,0.014
460,1,200,0.016,0.015
510,1,200,0.0165,0.0159999
560,1,200,0.0185,0.0175
610,1,200,0.022,0.0215
660,1,200,0.025,0.0245
710,1,200,0.026,0.025
760,1,200,0.026,0.025
810,1,200,0.0255,0.0245001
860,1,200,0.027,0.0260001
910,
960,
